Country,Region,Year,Disease,New_Cases,Deaths,Prevalence_Rate,Incidence_Rate,Population
Indonesia,South-East Asia,2008,Hepatitis B,343869,18404,4.26,147.69,232832000
Indonesia,South-East Asia,2008,Syphilis,201888,4209,0.57,86.71,232832000
Indonesia,South-East Asia,2008,HPV,407828,3575,5.78,175.16,232832000
Indonesia,South-East Asia,2009,HIV/AIDS,185491,42164,1.06,78.87,235186000
Indonesia,South-East Asia,2009,Hepatitis B,298027,15379,4.08,126.72,235186000
Indonesia,South-East Asia,2009,Syphilis,176836,3208,0.53,75.19,235186000
Indonesia,South-East Asia,2009,HPV,404167,3156,5.72,171.85,235186000
Indonesia,South-East Asia,2010,HIV/AIDS,168938,38753,1.04,71.12,237539999
Indonesia,South-East Asia,2010,Hepatitis B,342556,20501,4.02,144.21,237539999
Indonesia,South-East Asia,2010,Syphilis,187799,4044,0.6,79.06,237539999
Indonesia,South-East Asia,2010,HPV,394340,2706,5.58,166.01,237539999
Indonesia,South-East Asia,2011,HIV/AIDS,202590,45061,1.02,84.45,239894000
Indonesia,South-East Asia,2011,Hepatitis B,363271,18836,4.11,151.43,239894000
Indonesia,South-East Asia,2011,Syphilis,172531,3553,0.52,71.92,239894000
Indonesia,South-East Asia,2011,HPV,359817,3255,5.99,149.99,239894000
Indonesia,South-East Asia,2012,HIV/AIDS,185852,41819,1.07,76.72,242248000
Indonesia,South-East Asia,2012,Hepatitis B,297141,15698,4.12,122.66,242248000
Indonesia,South-East Asia,2012,Syphilis,175726,3000,0.55,72.54,242248000
Indonesia,South-East Asia,2012,HPV,393338,3431,5.79,162.37,242248000
Indonesia,South-East Asia,2013,HIV/AIDS,187365,43706,1.11,76.6,244602000
Indonesia,South-East Asia,2013,Hepatitis B,353988,19474,3.98,144.72,244602000
Indonesia,South-East Asia,2013,Syphilis,214540,3680,0.54,87.71,244602000
Indonesia,South-East Asia,2013,HPV,378766,2894,5.48,154.85,244602000
Indonesia,South-East Asia,2014,HIV/AIDS,183315,41254,1.11,74.23,246955999
Indonesia,South-East Asia,2014,Hepatitis B,331093,21783,3.87,134.07,246955999
Indonesia,South-East Asia,2014,Syphilis,183290,3669,0.53,74.22,246955999
Indonesia,South-East Asia,2014,HPV,418516,3438,5.87,169.47,246955999
Indonesia,South-East Asia,2015,HIV/AIDS,192242,39672,1.03,77.11,249310000
Indonesia,South-East Asia,2015,Hepatitis B,302537,17220,3.68,121.35,249310000
Indonesia,South-East Asia,2015,Syphilis,200345,4079,0.55,80.36,249310000
Indonesia,South-East Asia,2015,HPV,403807,3392,5.76,161.97,249310000
Indonesia,South-East Asia,2016,HIV/AIDS,173295,42653,1.02,68.86,251664000
Indonesia,South-East Asia,2016,Hepatitis B,337607,19225,3.86,134.15,251664000
Indonesia,South-East Asia,2016,Syphilis,211599,3768,0.58,84.08,251664000
Indonesia,South-East Asia,2016,HPV,402385,2771,5.95,159.89,251664000
Indonesia,South-East Asia,2017,HIV/AIDS,193307,46494,0.99,76.1,254018000
Indonesia,South-East Asia,2017,Hepatitis B,325676,21975,3.66,128.21,254018000
Indonesia,South-East Asia,2017,Syphilis,203468,3809,0.6,80.1,254018000
Indonesia,South-East Asia,2017,HPV,442346,3599,5.98,174.14,254018000
Indonesia,South-East Asia,2018,HIV/AIDS,166821,40625,1.08,65.07,256372000
Indonesia,South-East Asia,2018,Hepatitis B,363638,20303,3.93,141.84,256372000
Indonesia,South-East Asia,2018,Syphilis,191612,4377,0.58,74.74,256372000
Indonesia,South-East Asia,2018,HPV,369380,3333,5.82,144.08,256372000
Indonesia,South-East Asia,2019,HIV/AIDS,160824,40820,0.98,62.16,258726000
Indonesia,South-East Asia,2019,Hepatitis B,342604,22618,3.7,132.42,258726000
Indonesia,South-East Asia,2019,Syphilis,211560,4711,0.6,81.77,258726000
Indonesia,South-East Asia,2019,HPV,441826,3271,5.62,170.77,258726000
Indonesia,South-East Asia,2020,HIV/AIDS,176307,44330,0.98,67.53,261080000
Indonesia,South-East Asia,2020,Hepatitis B,305724,15891,3.98,117.1,261080000
Indonesia,South-East Asia,2020,Syphilis,203720,4221,0.54,78.03,261080000
Indonesia,South-East Asia,2020,HPV,441590,3903,5.2,169.14,261080000
Indonesia,South-East Asia,2021,HIV/AIDS,188592,47421,1.02,71.59,263433999
Indonesia,South-East Asia,2021,Hepatitis B,325420,19693,3.75,123.53,263433999
Indonesia,South-East Asia,2021,Syphilis,196126,4421,0.6,74.45,263433999
Indonesia,South-East Asia,2021,HPV,446810,3636,5.66,169.61,263433999
Indonesia,South-East Asia,2022,HIV/AIDS,191925,40202,1.01,72.21,265788000
Indonesia,South-East Asia,2022,Hepatitis B,337178,19152,3.86,126.86,265788000
Indonesia,South-East Asia,2022,Syphilis,194663,3617,0.57,73.24,265788000
Indonesia,South-East Asia,2022,HPV,390920,3000,5.19,147.08,265788000
Indonesia,South-East Asia,2023,HIV/AIDS,186492,47162,1.02,69.55,268142000
Indonesia,South-East Asia,2023,Hepatitis B,351480,23123,3.86,131.08,268142000
Indonesia,South-East Asia,2023,Syphilis,229851,3908,0.57,85.72,268142000
Indonesia,South-East Asia,2023,HPV,378643,3285,6.04,141.21,268142000
Thailand,South-East Asia,2000,HIV/AIDS,62471,12836,1.16,100.76,62000000
Thailand,South-East Asia,2000,Hepatitis B,101146,6595,4.09,163.14,62000000
Thailand,South-East Asia,2000,Syphilis,44156,949,0.56,71.22,62000000
Thailand,South-East Asia,2000,HPV,118314,890,5.92,190.83,62000000
Thailand,South-East Asia,2001,HIV/AIDS,54614,12868,1.17,87.13,62681999
Thailand,South-East Asia,2001,Hepatitis B,94374,5508,4.15,150.56,62681999
Thailand,South-East Asia,2001,Syphilis,50741,1114,0.58,80.95,62681999
Thailand,South-East Asia,2001,HPV,121966,994,6.21,194.58,62681999
Thailand,South-East Asia,2002,HIV/AIDS,56172,14849,1.12,88.65,63364000
Thailand,South-East Asia,2002,Hepatitis B,97143,6265,4.25,153.31,63364000
Thailand,South-East Asia,2002,Syphilis,52813,963,0.61,83.35,63364000
Thailand,South-East Asia,2002,HPV,112711,767,5.89,177.88,63364000
Thailand,South-East Asia,2003,HIV/AIDS,61195,13052,1.11,95.55,64045999
Thailand,South-East Asia,2003,Hepatitis B,102800,6645,4.26,160.51,64045999
Thailand,South-East Asia,2003,Syphilis,50352,981,0.62,78.62,64045999
Thailand,South-East Asia,2003,HPV,115250,962,5.34,179.95,64045999
Thailand,South-East Asia,2004,HIV/AIDS,59381,14236,1.1,91.74,64728000
Thailand,South-East Asia,2004,Hepatitis B,103021,5769,4.24,159.16,64728000
Thailand,South-East Asia,2004,Syphilis,57491,1318,0.6,88.82,64728000
Thailand,South-East Asia,2004,HPV,125980,1085,6.2,194.63,64728000
Thailand,South-East Asia,2005,HIV/AIDS,57907,14078,1.03,88.53,65409999
Thailand,South-East Asia,2005,Hepatitis B,102412,6823,4.13,156.57,65409999
Thailand,South-East Asia,2005,Syphilis,48468,971,0.57,74.1,65409999
Thailand,South-East Asia,2005,HPV,113290,812,5.44,173.2,65409999
Thailand,South-East Asia,2006,HIV/AIDS,60573,12569,1.09,91.65,66092000
Thailand,South-East Asia,2006,Hepatitis B,86891,4688,4.1,131.47,66092000
Thailand,South-East Asia,2006,Syphilis,56085,1030,0.61,84.86,66092000
Thailand,South-East Asia,2006,HPV,118033,888,5.49,178.59,66092000
Thailand,South-East Asia,2007,HIV/AIDS,61031,16343,1.1,91.4,66774000
Thailand,South-East Asia,2007,Hepatitis B,91573,5446,4.01,137.14,66774000
Thailand,South-East Asia,2007,Syphilis,54160,957,0.63,81.11,66774000
Thailand,South-East Asia,2007,HPV,125354,1018,6.14,187.73,66774000
Thailand,South-East Asia,2008,HIV/AIDS,54187,12195,1.09,80.33,67456000
Thailand,South-East Asia,2008,Hepatitis B,104037,7039,4.12,154.23,67456000
Thailand,South-East Asia,2008,Syphilis,56588,1203,0.58,83.89,67456000
Thailand,South-East Asia,2008,HPV,117231,849,6.18,173.79,67456000
Thailand,South-East Asia,2009,HIV/AIDS,61678,16404,1.14,90.52,68138000
Thailand,South-East Asia,2009,Hepatitis B,97566,5514,4.34,143.19,68138000
Thailand,South-East Asia,2009,Syphilis,59021,1112,0.55,86.62,68138000
Thailand,South-East Asia,2009,HPV,116434,899,5.64,170.88,68138000
Thailand,South-East Asia,2010,HIV/AIDS,59598,15356,1.05,86.6,68819999
Thailand,South-East Asia,2010,Hepatitis B,89053,5811,4.29,129.4,68819999
Thailand,South-East Asia,2010,Syphilis,55351,1244,0.6,80.43,68819999
Thailand,South-East Asia,2010,HPV,126277,1005,5.7,183.49,68819999
Thailand,South-East Asia,2011,HIV/AIDS,58875,15418,1.05,84.71,69502000
Thailand,South-East Asia,2011,Hepatitis B,94710,4978,4.32,136.27,69502000
Thailand,South-East Asia,2011,Syphilis,51605,1146,0.63,74.25,69502000
Thailand,South-East Asia,2011,HPV,129127,1013,6.23,185.79,69502000
Thailand,South-East Asia,2012,HIV/AIDS,52701,12652,1.02,75.09,70184000
Thailand,South-East Asia,2012,Hepatitis B,92593,4728,4.41,131.93,70184000
Thailand,South-East Asia,2012,Syphilis,53508,973,0.56,76.24,70184000
Thailand,South-East Asia,2012,HPV,112694,854,5.95,160.57,70184000
Thailand,South-East Asia,2013,HIV/AIDS,56402,13952,1.16,79.59,70866000
Thailand,South-East Asia,2013,Hepatitis B,102989,5548,4.03,145.33,70866000
Thailand,South-East Asia,2013,Syphilis,56451,1170,0.63,79.66,70866000
Thailand,South-East Asia,2013,HPV,114668,1009,5.76,161.81,70866000
Thailand,South-East Asia,2014,HIV/AIDS,56766,15198,1.1,79.34,71548000
Thailand,South-East Asia,2014,Hepatitis B,102707,5588,4.21,143.55,71548000
Thailand,South-East Asia,2014,Syphilis,54383,1119,0.63,76.01,71548000
Thailand,South-East Asia,2014,HPV,118934,826,5.89,166.23,71548000
Thailand,South-East Asia,2015,HIV/AIDS,58311,15273,1.04,80.73,72230000
Thailand,South-East Asia,2015,Hepatitis B,99901,5149,3.97,138.31,72230000
Thailand,South-East Asia,2015,Syphilis,64371,1114,0.55,89.12,72230000
Thailand,South-East Asia,2015,HPV,128583,994,5.67,178.02,72230000
Thailand,South-East Asia,2016,HIV/AIDS,51206,11542,1.15,70.23,72912000
Thailand,South-East Asia,2016,Hepatitis B,93043,5085,3.99,127.61,72912000
Thailand,South-East Asia,2016,Syphilis,58548,1051,0.54,80.3,72912000
Thailand,South-East Asia,2016,HPV,120210,833,6.16,164.87,72912000
Thailand,South-East Asia,2017,HIV/AIDS,50514,13541,1.16,68.64,73594000
Thailand,South-East Asia,2017,Hepatitis B,103333,6050,3.95,140.41,73594000
Thailand,South-East Asia,2017,Syphilis,57837,1115,0.55,78.59,73594000
Thailand,South-East Asia,2017,HPV,125073,1033,5.68,169.95,73594000
Thailand,South-East Asia,2018,HIV/AIDS,51191,13357,1.06,68.92,74276000
Thailand,South-East Asia,2018,Hepatitis B,107781,6605,4.0,145.11,74276000
Thailand,South-East Asia,2018,Syphilis,59450,1273,0.54,80.04,74276000
Thailand,South-East Asia,2018,HPV,114786,914,5.74,154.54,74276000
Thailand,South-East Asia,2019,HIV/AIDS,49577,11355,1.02,66.14,74958000
Thailand,South-East Asia,2019,Hepatitis B,109506,6336,4.19,146.09,74958000
Thailand,South-East Asia,2019,Syphilis,56870,998,0.59,75.87,74958000
Thailand,South-East Asia,2019,HPV,125397,980,6.04,167.29,74958000
Thailand,South-East Asia,2020,HIV/AIDS,50572,10406,1.01,66.86,75640000
Thailand,South-East Asia,2020,Hepatitis B,98256,5442,4.37,129.9,75640000
Thailand,South-East Asia,2020,Syphilis,65005,1128,0.6,85.94,75640000
Thailand,South-East Asia,2020,HPV,115396,970,5.65,152.56,75640000
Thailand,South-East Asia,2021,HIV/AIDS,51822,13808,1.13,67.9,76321999
Thailand,South-East Asia,2021,Hepatitis B,105477,6811,4.44,138.2,76321999
Thailand,South-East Asia,2021,Syphilis,69704,1490,0.61,91.33,76321999
Thailand,South-East Asia,2021,HPV,133655,1061,6.21,175.12,76321999
Thailand,South-East Asia,2022,HIV/AIDS,53702,14245,1.09,69.74,77004000
Thailand,South-East Asia,2022,Hepatitis B,98426,6435,4.33,127.82,77004000
Thailand,South-East Asia,2022,Syphilis,72091,1532,0.56,93.62,77004000
Thailand,South-East Asia,2022,HPV,133024,1194,6.21,172.75,77004000
Thailand,South-East Asia,2023,HIV/AIDS,52570,11357,1.1,67.67,77686000
Thailand,South-East Asia,2023,Hepatitis B,110314,7065,3.96,142.0,77686000
Thailand,South-East Asia,2023,Syphilis,70531,1288,0.58,90.79,77686000
Thailand,South-East Asia,2023,HPV,117958,946,6.14,151.84,77686000
Bangladesh,South-East Asia,2000,HIV/AIDS,113629,25227,1.17,86.74,131000000
Bangladesh,South-East Asia,2000,Hepatitis B,225097,12291,4.13,171.83,131000000
Bangladesh,South-East Asia,2000,Syphilis,98433,1939,0.6,75.14,131000000
Bangladesh,South-East Asia,2000,HPV,256615,1956,5.98,195.89,131000000
Bangladesh,South-East Asia,2001,HIV/AIDS,118150,31995,1.09,89.21,132440999
Bangladesh,South-East Asia,2001,Hepatitis B,193615,11013,4.6,146.19,132440999
Bangladesh,South-East Asia,2001,Syphilis,99900,1733,0.58,75.43,132440999
Bangladesh,South-East Asia,2001,HPV,260471,1981,6.02,196.67,132440999
Bangladesh,South-East Asia,2002,HIV/AIDS,128848,35004,1.15,96.24,133882000
Bangladesh,South-East Asia,2002,Hepatitis B,230705,15162,4.39,172.32,133882000
Bangladesh,South-East Asia,2002,Syphilis,118351,2512,0.6,88.4,133882000
Bangladesh,South-East Asia,2002,HPV,223997,2040,6.26,167.31,133882000
Bangladesh,South-East Asia,2003,HIV/AIDS,113008,30644,1.19,83.51,135323000
Bangladesh,South-East Asia,2003,Hepatitis B,197842,13394,4.28,146.2,135323000
Bangladesh,South-East Asia,2003,Syphilis,124104,2369,0.57,91.71,135323000
Bangladesh,South-East Asia,2003,HPV,259021,1963,5.74,191.41,135323000
Bangladesh,South-East Asia,2004,HIV/AIDS,111134,27170,1.06,81.26,136764000
Bangladesh,South-East Asia,2004,Hepatitis B,218152,14182,4.37,159.51,136764000
Bangladesh,South-East Asia,2004,Syphilis,112228,1918,0.58,82.06,136764000
Bangladesh,South-East Asia,2004,HPV,233962,1691,5.83,171.07,136764000
Bangladesh,South-East Asia,2005,HIV/AIDS,110798,27916,1.07,80.17,138205000
Bangladesh,South-East Asia,2005,Hepatitis B,217769,14234,4.56,157.57,138205000
Bangladesh,South-East Asia,2005,Syphilis,117598,2397,0.57,85.09,138205000
Bangladesh,South-East Asia,2005,HPV,227526,1760,5.95,164.63,138205000
Bangladesh,South-East Asia,2006,HIV/AIDS,121492,30783,1.09,87.0,139646000
Bangladesh,South-East Asia,2006,Hepatitis B,228237,14219,4.45,163.44,139646000
Bangladesh,South-East Asia,2006,Syphilis,118419,2526,0.56,84.8,139646000
Bangladesh,South-East Asia,2006,HPV,255608,1939,5.79,183.04,139646000
Bangladesh,South-East Asia,2007,HIV/AIDS,134766,32110,1.15,95.52,141087000
Bangladesh,South-East Asia,2007,Hepatitis B,218684,13003,4.21,155.0,141087000
Bangladesh,South-East Asia,2007,Syphilis,113575,2397,0.6,80.5,141087000
Bangladesh,South-East Asia,2007,HPV,229167,1713,6.3,162.43,141087000
Bangladesh,South-East Asia,2008,HIV/AIDS,127591,32023,1.15,89.52,142528000
Bangladesh,South-East Asia,2008,Hepatitis B,218709,13155,4.58,153.45,142528000
Bangladesh,South-East Asia,2008,Syphilis,126678,2333,0.62,88.88,142528000
Bangladesh,South-East Asia,2008,HPV,244136,1822,5.94,171.29,142528000
Bangladesh,South-East Asia,2009,HIV/AIDS,118760,29390,1.11,82.49,143969000
Bangladesh,South-East Asia,2009,Hepatitis B,201153,11843,4.47,139.72,143969000
Bangladesh,South-East Asia,2009,Syphilis,127642,2529,0.56,88.66,143969000
Bangladesh,South-East Asia,2009,HPV,231271,1763,6.18,160.64,143969000
Bangladesh,South-East Asia,2010,HIV/AIDS,133806,32728,1.1,92.02,145409999
Bangladesh,South-East Asia,2010,Hepatitis B,203414,12084,4.35,139.89,145409999
Bangladesh,South-East Asia,2010,Syphilis,120239,2124,0.58,82.69,145409999
Bangladesh,South-East Asia,2010,HPV,237788,1852,6.49,163.53,145409999
Bangladesh,South-East Asia,2011,HIV/AIDS,108229,22234,1.21,73.7,146851000
Bangladesh,South-East Asia,2011,Hepatitis B,211436,14264,4.41,143.98,146851000
Bangladesh,South-East Asia,2011,Syphilis,131137,2996,0.6,89.3,146851000
Bangladesh,South-East Asia,2011,HPV,234579,2073,6.48,159.74,146851000
Bangladesh,South-East Asia,2012,HIV/AIDS,132202,28325,1.08,89.15,148292000
Bangladesh,South-East Asia,2012,Hepatitis B,223387,13496,4.27,150.64,148292000
Bangladesh,South-East Asia,2012,Syphilis,138653,2615,0.62,93.5,148292000
Bangladesh,South-East Asia,2012,HPV,256485,1862,5.66,172.96,148292000
Bangladesh,South-East Asia,2013,HIV/AIDS,111012,28280,1.18,74.14,149733000
Bangladesh,South-East Asia,2013,Hepatitis B,217577,13714,4.18,145.31,149733000
Bangladesh,South-East Asia,2013,Syphilis,137290,2784,0.64,91.69,149733000
Bangladesh,South-East Asia,2013,HPV,281992,2238,6.02,188.33,149733000
Bangladesh,South-East Asia,2014,HIV/AIDS,129329,30069,1.11,85.55,151174000
Bangladesh,South-East Asia,2014,Hepatitis B,207350,12608,4.28,137.16,151174000
Bangladesh,South-East Asia,2014,Syphilis,134680,2465,0.6,89.09,151174000
Bangladesh,South-East Asia,2014,HPV,286217,2580,5.86,189.33,151174000
Bangladesh,South-East Asia,2015,HIV/AIDS,111592,27076,1.14,73.12,152615000
Bangladesh,South-East Asia,2015,Hepatitis B,232447,15662,4.02,152.31,152615000
Bangladesh,South-East Asia,2015,Syphilis,132652,2661,0.61,86.92,152615000
Bangladesh,South-East Asia,2015,HPV,239513,1780,6.01,156.94,152615000
Bangladesh,South-East Asia,2016,HIV/AIDS,114494,27459,1.15,74.32,154056000
Bangladesh,South-East Asia,2016,Hepatitis B,198008,10760,3.97,128.53,154056000
Bangladesh,South-East Asia,2016,Syphilis,124400,2247,0.61,80.75,154056000
Bangladesh,South-East Asia,2016,HPV,290072,2035,5.73,188.29,154056000
Bangladesh,South-East Asia,2017,HIV/AIDS,127538,29924,1.09,82.02,155497000
Bangladesh,South-East Asia,2017,Hepatitis B,239309,15284,4.57,153.9,155497000
Bangladesh,South-East Asia,2017,Syphilis,122329,2805,0.61,78.67,155497000
Bangladesh,South-East Asia,2017,HPV,295366,2289,5.63,189.95,155497000
Bangladesh,South-East Asia,2018,HIV/AIDS,112477,28572,1.06,71.67,156938000
Bangladesh,South-East Asia,2018,Hepatitis B,207095,10898,4.16,131.96,156938000
Bangladesh,South-East Asia,2018,Syphilis,136598,2676,0.57,87.04,156938000
Bangladesh,South-East Asia,2018,HPV,249468,1783,6.45,158.96,156938000
Bangladesh,South-East Asia,2019,HIV/AIDS,117010,24513,1.07,73.88,158379000
Bangladesh,South-East Asia,2019,Hepatitis B,203928,10912,3.96,128.76,158379000
Bangladesh,South-East Asia,2019,Syphilis,138106,2420,0.62,87.2,158379000
Bangladesh,South-East Asia,2019,HPV,268294,1975,6.09,169.4,158379000
Bangladesh,South-East Asia,2020,HIV/AIDS,112465,24725,1.05,70.37,159820000
Bangladesh,South-East Asia,2020,Hepatitis B,216699,14937,4.6,135.59,159820000
Bangladesh,South-East Asia,2020,Syphilis,154577,2702,0.6,96.72,159820000
Bangladesh,South-East Asia,2020,HPV,262584,1794,5.76,164.3,159820000
Bangladesh,South-East Asia,2021,HIV/AIDS,104755,23931,1.12,64.96,161260999
Bangladesh,South-East Asia,2021,Hepatitis B,203237,11671,4.41,126.03,161260999
Bangladesh,South-East Asia,2021,Syphilis,152472,3084,0.58,94.55,161260999
Bangladesh,South-East Asia,2021,HPV,255469,1830,6.01,158.42,161260999
Bangladesh,South-East Asia,2022,HIV/AIDS,105642,23557,1.15,64.93,162702000
Bangladesh,South-East Asia,2022,Hepatitis B,202987,10509,4.56,124.76,162702000
Bangladesh,South-East Asia,2022,Syphilis,145325,2689,0.61,89.32,162702000
Bangladesh,South-East Asia,2022,HPV,272753,2326,5.62,167.64,162702000
Bangladesh,South-East Asia,2023,HIV/AIDS,106331,24102,1.07,64.78,164143000
Bangladesh,South-East Asia,2023,Hepatitis B,237876,16186,4.47,144.92,164143000
Bangladesh,South-East Asia,2023,Syphilis,149764,2977,0.62,91.24,164143000
Bangladesh,South-East Asia,2023,HPV,301235,2305,6.02,183.52,164143000
Sri Lanka,South-East Asia,2000,HIV/AIDS,19286,4106,1.17,101.51,19000000
Sri Lanka,South-East Asia,2000,Hepatitis B,30474,2018,4.28,160.39,19000000
Sri Lanka,South-East Asia,2000,Syphilis,15804,310,0.66,83.18,19000000
Sri Lanka,South-East Asia,2000,HPV,38507,347,5.85,202.67,19000000
Sri Lanka,South-East Asia,2001,HIV/AIDS,18613,4120,1.12,96.9,19208999
Sri Lanka,South-East Asia,2001,Hepatitis B,29724,1899,4.32,154.74,19208999
Sri Lanka,South-East Asia,2001,Syphilis,18071,366,0.64,94.08,19208999
Sri Lanka,South-East Asia,2001,HPV,36335,321,6.54,189.16,19208999
Sri Lanka,South-East Asia,2002,HIV/AIDS,17825,4143,1.25,91.8,19418000
Sri Lanka,South-East Asia,2002,Hepatitis B,33499,2132,4.74,172.52,19418000
Sri Lanka,South-East Asia,2002,Syphilis,15458,273,0.63,79.61,19418000
Sri Lanka,South-East Asia,2002,HPV,39327,333,6.0,202.53,19418000
Sri Lanka,South-East Asia,2003,HIV/AIDS,20300,4715,1.11,103.43,19627000
Sri Lanka,South-East Asia,2003,Hepatitis B,32567,1763,4.35,165.93,19627000
Sri Lanka,South-East Asia,2003,Syphilis,15183,317,0.62,77.36,19627000
Sri Lanka,South-East Asia,2003,HPV,37844,298,5.87,192.82,19627000
Sri Lanka,South-East Asia,2004,HIV/AIDS,18070,4635,1.12,91.1,19836000
Sri Lanka,South-East Asia,2004,Hepatitis B,30351,2052,4.44,153.01,19836000
Sri Lanka,South-East Asia,2004,Syphilis,17296,301,0.64,87.2,19836000
Sri Lanka,South-East Asia,2004,HPV,34859,301,5.82,175.74,19836000
Sri Lanka,South-East Asia,2005,HIV/AIDS,19916,4377,1.11,99.36,20045000
Sri Lanka,South-East Asia,2005,Hepatitis B,30544,1899,4.47,152.38,20045000
Sri Lanka,South-East Asia,2005,Syphilis,18088,339,0.66,90.24,20045000
Sri Lanka,South-East Asia,2005,HPV,39033,294,6.28,194.73,20045000
Sri Lanka,South-East Asia,2006,HIV/AIDS,20156,5145,1.09,99.52,20254000
Sri Lanka,South-East Asia,2006,Hepatitis B,33447,2018,4.7,165.14,20254000
Sri Lanka,South-East Asia,2006,Syphilis,16930,366,0.66,83.59,20254000
